ID,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Education_Int,Marital_Status_Int,Children,MntTotalSpent,Age,NumTotalPurchases,Seniority
2245,43641.0,50,57,2,51,4,2,23,2,1,4,6,0,3,2,2,139,54,7,2
6283,63841.0,64,635,15,100,20,7,131,9,3,9,6,0,3,3,1,908,55,21,2
2246,46891.0,91,43,12,23,29,15,61,2,1,4,4,0,1,2,1,183,58,7,2
6606,70091.0,11,964,34,137,15,0,11,5,2,10,8,0,3,2,1,1161,54,17,2
5545,78075.0,72,572,8,259,34,35,80,3,5,5,1,0,4,2,0,988,51,13,1
7342,59184.0,6,341,142,113,259,151,66,6,6,12,5,0,1,4,1,1072,62,24,3
837,54809.0,0,63,6,57,13,13,22,2,1,5,4,0,2,2,2,174,46,8,2
9500,58113.0,66,221,104,169,102,78,84,9,2,8,7,1,2,2,1,758,64,19,2
3602,51412.0,42,140,3,29,4,5,14,3,2,4,4,0,3,2,1,195,65,9,2
234,15287.0,60,1,2,8,4,3,13,1,1,2,7,0,2,3,1,31,44,4,3
2995,66636.0,64,291,10,689,84,10,0,3,4,9,1,0,3,1,0,1084,66,16,2
1118,50965.0,87,544,13,85,8,6,29,10,4,5,8,0,3,2,1,685,67,19,2
7789,84618.0,96,684,100,801,21,66,0,6,9,10,2,0,4,2,0,1672,58,25,2
3068,18351.0,1,1,12,9,0,14,7,2,0,3,7,0,2,2,0,43,33,5,2
8955,40451.0,54,35,0,4,0,0,10,1,1,2,5,0,4,1,2,49,66,4,1
945,36317.0,53,87,3,25,3,2,13,3,0,4,7,0,2,1,1,133,58,7,2
5644,42213.0,96,309,3,24,4,3,20,5,1,7,7,0,2,1,1,363,66,13,2
7192,65748.0,58,172,73,93,95,78,34,2,4,10,1,1,2,1,1,545,68,16,2
2324,77044.0,12,625,38,242,50,34,76,7,11,11,4,0,2,1,1,1065,51,29,2
697,74918.0,78,972,59,913,25,19,59,5,9,6,3,0,2,1,0,2047,54,20,2
3439,56721.0,64,157,6,39,6,13,75,4,1,5,6,0,2,2,2,296,51,10,3
1506,42160.0,26,48,9,45,3,15,20,2,1,4,6,0,2,0,2,140,48,7,2
232,61559.0,8,279,83,88,32,14,34,4,2,10,3,0,2,0,1,530,58,16,2
8876,33629.0,49,132,0,16,0,0,4,3,1,4,9,0,4,1,2,152,60,8,3
4500,68682.0,56,919,0,505,99,30,45,4,9,10,2,0,4,1,0,1598,32,23,2
9739,34377.0,55,62,0,22,3,1,26,2,2,2,7,0,2,0,1,114,60,6,2
10395,8940.0,25,1,45,3,4,6,42,3,1,3,8,0,0,0,1,101,37,7,3
1176,26228.0,50,2,6,4,3,1,9,1,0,2,8,0,2,2,1,25,50,3,2
1627,77297.0,84,408,61,109,48,122,41,5,7,9,4,0,1,3,0,789,66,21,2
938,40211.0,30,51,1,7,2,1,25,2,1,2,8,0,2,2,2,87,42,5,2
2740,33438.0,81,62,1,16,3,2,6,2,1,4,5,0,4,4,2,90,65,7,2
257,75032.0,74,952,12,180,47,12,12,5,4,9,3,0,4,2,1,1215,64,18,2
4058,61284.0,76,618,15,106,20,7,45,11,2,8,6,0,4,0,0,811,68,21,2
7736,22518.0,36,11,7,12,2,2,27,2,1,2,5,0,2,2,1,61,37,5,3
8210,54730.0,64,318,3,17,4,7,56,4,1,8,4,0,3,2,1,405,48,13,2
833,38452.0,62,56,0,14,0,0,2,3,0,3,7,0,3,2,2,72,68,6,1
6230,44421.0,53,110,5,59,7,1,7,5,0,4,8,0,2,3,2,189,52,9,2
7325,38197.0,86,23,0,11,2,1,3,1,0,3,5,0,4,1,1,40,37,4,2
1307,41986.0,15,27,5,8,8,3,12,3,0,4,4,0,2,3,1,63,45,7,1
1502,28427.0,67,18,3,19,3,3,6,2,0,3,8,0,2,1,1,52,40,5,2
6211,37395.0,47,18,0,9,0,1,11,1,0,3,6,0,4,1,1,39,47,4,1
843,64722.0,47,303,0,280,60,147,15,8,2,11,6,0,2,2,1,805,52,21,1
4174,55249.0,81,97,1,19,2,0,11,2,1,4,3,0,3,1,1,130,67,7,1
9757,84906.0,98,997,15,414,99,30,76,5,6,12,2,0,2,1,0,1631,51,23,2
6918,28691.0,56,5,4,13,8,0,4,1,0,3,8,0,2,2,1,34,34,4,2
286,44213.0,48,95,11,35,0,4,7,2,1,5,6,0,2,0,2,152,71,8,2
11086,25707.0,18,1,6,2,3,6,3,1,0,3,7,0,0,0,1,21,39,4,1
1921,59062.0,74,46,1,12,3,0,9,2,0,3,4,0,4,2,3,71,56,5,2
4138,76624.0,68,411,106,147,54,115,66,5,10,7,1,0,2,0,1,899,61,22,1
7718,66000.0,36,244,51,270,101,0,45,1,3,5,1,0,3,1,0,711,76,9,1
1291,27683.0,90,152,9,121,12,12,45,6,2,4,8,0,4,1,1,351,45,12,3
6862,1730.0,65,1,1,3,1,1,1,0,0,0,20,0,2,3,0,8,52,0,1
4136,7500.0,63,10,17,18,8,26,40,3,2,2,9,0,0,0,1,119,31,7,3
803,40521.0,82,12,0,5,0,0,4,0,1,2,5,0,2,1,2,21,55,3,2
4298,20427.0,63,5,0,4,0,0,1,1,0,2,8,0,4,1,1,10,50,3,1
10833,65106.0,55,790,19,133,12,0,19,8,3,13,6,0,2,2,1,973,48,24,1
9606,69969.0,64,882,29,514,38,29,44,4,2,6,3,0,4,2,0,1536,58,12,2
8534,67433.0,51,615,28,259,12,48,30,6,5,13,4,0,2,2,2,992,71,24,2
5153,77766.0,97,1004,59,265,115,59,27,11,10,11,6,0,4,2,1,1529,56,32,2
961,74716.0,92,133,27,421,13,195,71,7,3,5,4,0,2,2,1,860,51,15,2
5011,68118.0,51,595,23,123,10,23,154,8,9,4,6,0,2,3,1,928,60,21,2
6653,55158.0,72,293,0,87,4,11,23,7,2,5,7,0,4,2,2,418,53,14,3
9094,62972.0,39,313,15,47,20,0,192,7,4,3,6,0,1,2,1,587,68,14,3
810,74190.0,49,151,81,86,168,91,64,4,2,11,2,0,2,2,1,641,48,17,1
5493,39356.0,21,15,0,2,0,0,6,1,0,2,6,0,2,2,2,23,47,3,1
2147,76653.0,91,736,63,946,219,189,126,4,7,11,2,0,2,1,0,2279,54,22,2
5107,35860.0,37,15,0,8,4,2,20,1,1,2,5,0,4,3,2,49,50,4,1
3979,90687.0,98,982,17,672,23,34,51,6,2,8,2,0,4,3,0,1779,40,16,2
6049,73450.0,85,1142,51,415,90,69,37,7,8,11,3,0,3,1,0,1804,41,26,2
8147,31454.0,40,28,0,11,0,0,9,2,0,3,8,0,2,2,2,48,63,5,2
1857,47139.0,2,46,0,12,0,2,23,2,1,2,7,0,2,0,2,83,71,5,1
3910,83829.0,78,897,161,430,186,161,27,4,7,6,1,0,2,3,0,1862,48,17,2
5207,53378.0,41,489,6,152,8,6,132,9,4,6,8,0,4,2,2,793,60,19,3
11114,19656.0,94,25,4,9,6,8,32,2,1,3,7,0,2,1,1,84,53,6,2
5429,45579.0,10,145,1,33,2,1,1,4,1,4,6,0,4,2,1,183,75,9,2
9400,85485.0,73,630,26,611,44,18,54,6,6,6,2,0,1,0,0,1383,65,18,1
1740,55956.0,22,760,38,104,50,9,38,7,3,4,4,0,2,2,0,999,79,14,1
7488,64191.0,30,420,15,186,151,38,15,5,3,13,3,0,3,0,1,825,60,21,2
195,38808.0,21,125,17,52,3,19,30,5,1,4,8,0,2,0,1,246,51,10,3
635,57183.0,51,464,5,64,7,0,70,9,1,7,8,0,3,2,2,610,57,17,2
7527,23748.0,97,6,6,29,12,15,8,2,1,3,8,0,3,3,1,76,55,6,3
10319,66303.0,56,1090,12,96,16,12,60,3,4,11,8,0,2,2,1,1286,52,18,2
2296,37368.0,4,3,2,11,2,2,10,1,0,2,6,0,3,2,1,30,48,3,2
10637,40800.0,77,24,0,27,8,30,10,3,0,3,7,1,2,2,3,99,59,6,2
2931,71847.0,95,737,21,106,55,63,210,6,7,9,3,0,2,3,0,1192,45,22,3
907,46149.0,36,254,6,71,4,0,27,5,1,7,5,0,2,2,1,362,48,13,2
3698,78687.0,13,817,185,687,145,55,241,4,6,8,2,0,2,1,0,2130,40,18,3
9516,49118.0,90,620,54,239,99,98,119,9,7,10,7,0,1,3,0,1229,52,26,3
679,37633.0,49,13,4,20,0,0,1,1,0,3,9,0,4,2,2,38,66,4,3
7384,39767.0,18,113,61,204,34,26,47,7,1,7,8,0,3,1,0,485,72,15,2
5043,26997.0,89,7,23,78,133,49,144,4,2,5,7,0,0,2,0,434,72,11,3
5267,33986.0,43,16,2,18,2,1,5,1,0,3,7,0,2,3,1,44,53,4,2
339,57091.0,82,462,0,24,6,0,4,9,2,5,7,0,4,2,1,496,51,16,3
2516,46831.0,84,22,2,10,6,4,34,1,2,2,4,0,1,2,2,78,54,5,2
9010,83151.0,80,968,147,842,137,42,210,5,7,10,2,0,3,2,0,2346,51,22,2
378,52531.0,68,283,112,151,51,72,125,7,2,10,6,0,2,2,0,794,52,19,3
4808,15759.0,12,1,2,5,6,0,3,1,0,2,7,0,2,2,0,17,67,3,2
5068,22804.0,75,14,1,7,2,1,1,2,0,2,9,0,2,0,1,26,52,4,2
7628,43050.0,10,30,5,24,6,3,8,2,0,4,5,0,1,2,1,76,50,6,1
7128,42997.0,91,4,0,5,0,1,5,1,0,2,7,0,4,0,2,15,46,3,2
2811,48918.0,21,52,0,9,0,0,1,1,0,4,4,0,4,0,2,62,60,5,1
3551,60033.0,28,62,1,57,19,11,48,2,1,5,2,0,3,1,1,198,69,8,1
1663,34043.0,97,20,2,14,3,0,10,2,0,2,9,0,4,1,1,49,45,4,2
5543,57811.0,49,545,7,114,37,21,78,7,2,11,5,0,2,1,1,802,57,20,2
1577,78569.0,14,558,79,622,207,175,95,4,6,4,1,0,2,2,0,1736,77,14,1
10641,7500.0,5,6,5,4,13,4,25,2,1,3,6,0,2,0,2,57,45,6,3
5336,157733.0,37,39,1,9,2,0,8,1,0,1,1,0,3,1,1,59,52,2,2
6024,94384.0,62,1111,24,790,160,45,172,5,8,5,2,0,2,1,0,2302,70,18,2
1878,23148.0,83,4,6,8,6,3,10,2,0,3,7,0,1,2,0,37,38,5,1
3099,44267.0,48,183,5,65,3,5,49,5,2,4,9,0,2,3,2,310,53,11,2
6055,71626.0,94,546,72,376,94,145,72,5,5,8,3,0,2,2,0,1305,44,18,3
5841,60894.0,61,606,7,155,10,0,54,10,3,8,7,0,2,1,1,832,57,21,2
3972,50200.0,70,266,6,51,8,6,64,7,1,5,8,0,2,1,2,401,47,13,2
4394,81051.0,43,1142,29,249,38,29,14,5,5,12,2,0,4,2,0,1501,58,22,1
5758,65169.0,23,1074,0,69,0,0,46,10,4,13,6,0,2,2,0,1189,41,27,1
6658,59868.0,37,771,51,154,54,10,154,11,2,12,6,0,2,1,1,1194,51,25,2
4603,65695.0,50,371,32,189,0,58,6,5,4,10,4,0,4,2,1,656,63,19,1
8427,64857.0,78,556,14,717,210,0,43,7,5,10,4,0,3,0,0,1540,67,22,3
10260,45143.0,74,202,5,74,11,5,14,6,1,5,7,0,3,1,1,311,58,12,2
7143,74805.0,14,209,162,209,41,162,37,4,7,10,2,0,1,1,1,820,68,21,2
8789,59060.0,77,35,40,111,36,40,12,3,1,7,4,0,1,2,1,274,34,11,1
6197,27238.0,39,37,0,17,0,0,3,3,0,3,9,0,4,0,2,57,61,6,2
4554,47009.0,89,171,45,73,59,10,90,3,2,8,4,0,2,1,1,448,58,13,2
4937,46094.0,62,12,2,20,3,2,5,1,0,3,7,0,1,2,2,44,50,4,1
1920,40321.0,59,44,4,21,6,0,27,3,0,3,7,0,2,2,2,102,51,6,2
8749,37235.0,68,20,2,9,4,6,20,1,1,2,4,0,2,1,1,61,39,4,1
1650,81843.0,13,779,86,537,34,69,138,5,9,12,3,0,3,2,0,1643,63,26,2
10377,46692.0,37,170,6,97,24,12,88,6,1,5,6,0,3,1,1,397,65,12,2
9206,77382.0,36,491,48,231,112,105,134,5,7,12,1,0,2,1,1,1121,55,24,1
10971,37774.0,28,173,8,107,7,2,176,7,2,3,9,1,2,0,2,473,46,12,3
6398,18393.0,2,7,10,13,16,0,4,3,0,3,8,0,0,2,1,50,49,6,1
9212,72828.0,17,1205,0,235,19,14,205,6,3,13,7,0,3,2,1,1678,61,22,2
7937,24711.0,86,10,7,25,6,3,7,3,0,3,7,0,2,2,0,58,41,6,1
839,45503.0,54,97,4,44,6,1,18,3,1,4,5,0,4,2,1,170,48,8,2
4246,6560.0,2,67,11,26,4,3,262,1,0,1,17,0,3,0,0,373,41,2,2
158,71604.0,3,345,53,528,98,75,97,8,3,5,4,0,4,1,0,1196,78,16,2
4832,27244.0,84,6,5,17,3,24,46,2,2,2,7,0,2,2,1,101,44,6,1
5621,48752.0,8,73,57,100,71,15,0,6,1,5,9,0,2,2,2,316,54,12,3
1945,71434.0,4,711,36,217,172,96,168,7,4,7,4,0,2,2,1,1400,61,18,2
5147,90842.0,57,774,70,118,182,187,93,4,9,13,1,0,2,0,0,1424,75,26,2
2535,88097.0,24,163,0,480,0,126,75,6,5,8,9,0,3,2,1,844,45,19,3
11039,51948.0,51,82,33,54,71,30,41,5,2,4,5,0,2,2,1,311,48,11,2
9495,71853.0,29,358,108,413,141,97,32,2,8,6,1,0,2,1,0,1149,41,16,2
9635,35876.0,13,66,2,40,4,3,14,3,1,3,6,0,3,2,0,129,40,7,1
2173,40049.0,23,13,6,7,0,3,3,1,0,3,6,0,2,4,1,32,71,4,2
942,39660.0,36,139,13,78,20,13,36,7,1,3,9,0,2,0,1,299,41,11,3
9386,50127.0,88,274,0,21,4,6,15,5,1,6,6,0,2,1,1,320,61,12,1
5510,43263.0,2,262,6,61,0,10,102,5,2,6,5,0,3,2,1,441,46,13,3
873,62845.0,3,1099,0,45,0,0,34,3,4,10,8,0,3,2,2,1178,74,17,3
2253,18929.0,15,32,0,8,23,4,18,1,0,4,6,0,2,2,0,85,33,5,2
5181,24367.0,58,2,4,2,0,11,5,1,0,2,9,0,0,0,1,24,41,3,2
979,33249.0,11,6,10,21,19,14,42,2,1,3,6,0,2,0,1,112,48,6,2
10390,26887.0,27,6,7,4,3,4,6,1,0,3,6,0,1,2,1,30,64,4,2
4698,50150.0,32,135,46,92,65,61,11,5,2,7,5,0,4,2,0,410,40,14,2
7793,62061.0,12,641,7,84,0,30,38,10,4,7,6,0,2,1,1,800,47,21,2
1745,85696.0,88,714,76,395,116,0,12,4,6,9,1,0,4,3,0,1313,61,19,2
10590,76542.0,91,794,73,573,0,29,14,4,8,10,2,0,4,1,0,1483,67,22,2
5080,70515.0,12,420,0,452,182,64,140,6,6,4,2,0,2,0,0,1258,30,16,2
8369,18227.0,21,1,2,7,4,3,11,0,1,2,8,0,2,1,1,28,36,3,3
5232,69139.0,23,86,12,75,33,15,6,4,1,5,4,0,2,2,1,227,58,10,1
2407,69109.0,10,823,25,459,124,29,95,6,6,7,4,0,2,2,0,1555,41,19,3
3834,69627.0,35,231,161,215,171,30,53,8,2,11,5,0,2,0,1,861,61,21,2
7912,38136.0,69,8,15,27,0,20,33,3,1,2,8,0,2,2,1,103,45,6,2
7712,62159.0,68,182,17,259,77,70,29,6,2,10,4,0,4,0,0,634,77,18,1
1065,80695.0,85,557,129,984,193,37,18,5,8,5,2,0,2,0,0,1918,60,18,2
7275,33316.0,34,79,1,31,4,4,12,2,1,4,6,0,3,0,2,131,52,7,2
1343,58554.0,55,368,24,68,38,0,88,8,2,6,7,0,2,1,2,586,55,16,3
1384,17256.0,10,6,4,14,8,8,22,2,1,2,8,0,0,2,1,62,31,5,2
9967,53034.0,30,160,15,196,15,11,50,6,1,7,8,0,2,3,2,447,49,14,2
6181,52203.0,36,488,21,238,56,108,28,8,7,11,6,0,1,1,0,939,73,26,3
10507,59601.0,14,691,7,69,0,7,23,2,2,7,8,0,1,3,1,797,46,11,2
2674,75154.0,79,543,10,205,160,143,82,6,3,6,3,0,3,0,1,1143,65,15,3
2698,47025.0,52,254,7,108,20,0,26,6,3,5,6,0,2,0,1,415,47,14,2
3231,37971.0,97,5,4,10,2,2,7,1,0,3,8,0,2,2,1,30,50,4,2
4096,41335.0,24,112,19,21,16,14,5,4,1,4,7,0,3,3,1,187,55,9,2
10476,67267.0,0,134,11,59,15,2,30,3,2,5,2,0,2,2,1,251,65,10,1
5948,57338.0,96,143,6,52,11,8,17,4,1,5,5,0,2,0,1,237,48,10,1
9140,50523.0,89,51,4,24,4,7,1,2,0,4,6,0,1,1,2,91,63,6,2
10258,35791.0,94,27,0,5,0,0,3,1,0,3,8,0,3,0,3,35,58,4,2
5675,50611.0,98,459,0,24,6,0,4,4,5,7,6,0,4,3,1,493,63,16,3
4743,56242.0,72,689,8,167,11,8,88,8,4,11,6,0,4,2,1,971,54,23,2
8805,48904.0,1,283,10,38,0,13,27,7,2,4,8,0,2,0,1,371,63,13,3
1542,56243.0,26,347,0,35,4,3,7,4,2,8,5,0,2,0,3,396,48,14,2
6770,21355.0,5,5,13,14,0,5,31,2,1,2,6,0,2,2,1,68,38,5,2
8773,57420.0,22,280,0,18,0,0,24,5,1,6,7,0,3,1,1,322,52,12,2
10475,,39,187,5,65,26,20,14,4,2,6,5,0,3,1,1,317,53,12,2
10420,46390.0,56,95,14,64,2,9,38,4,2,3,7,0,3,3,1,222,68,9,1
7514,54342.0,74,84,10,34,11,10,28,3,1,4,6,0,1,1,2,177,67,8,2
2902,,87,19,4,12,2,2,6,1,0,3,5,0,2,1,2,45,65,4,3
4345,,49,5,1,9,2,0,4,1,0,2,7,0,1,0,2,21,59,3,1
793,20895.0,24,18,3,17,3,0,4,2,0,3,9,0,2,2,1,45,50,5,3
10909,92344.0,9,992,24,694,51,19,119,5,10,5,1,0,2,2,0,1899,75,20,1
3769,,17,25,1,13,0,0,3,1,0,3,7,0,4,1,1,42,51,4,1
8702,26907.0,10,9,1,7,0,3,2,1,0,3,7,0,1,1,2,22,47,4,2
4791,44964.0,35,19,1,17,2,0,2,1,0,3,8,0,2,1,2,41,43,4,3
2963,75507.0,56,709,93,374,104,80,80,8,6,6,3,0,2,1,0,1440,44,20,1
8216,53761.0,7,158,0,76,13,7,71,4,4,3,5,0,3,2,2,325,51,11,2
8140,22682.0,51,10,14,29,4,2,36,2,1,4,4,0,2,1,1,95,50,7,2
10146,38887.0,17,25,1,13,0,0,3,1,0,3,7,0,4,1,1,42,51,4,1
5289,41658.0,30,8,4,12,15,4,29,1,1,2,4,0,1,0,2,72,48,4,3
2587,29791.0,21,14,0,6,0,0,0,2,0,3,5,0,4,2,1,20,51,5,1
4405,63915.0,2,622,7,115,30,0,15,6,3,12,5,0,3,2,2,789,67,21,2
8663,39996.0,85,11,0,3,0,0,1,1,0,2,6,0,2,3,2,15,49,3,1
2589,26759.0,65,25,3,16,8,5,2,2,1,3,6,0,2,3,1,59,51,6,1
3421,63841.0,64,635,15,100,20,7,131,9,3,9,6,0,3,3,1,908,55,21,2
10490,51039.0,11,100,64,79,65,0,109,6,2,4,7,0,4,2,2,417,54,12,3
4094,60544.0,92,201,2,43,3,5,35,5,1,5,6,0,2,2,2,289,62,11,3
9958,65685.0,54,642,14,49,0,7,57,9,2,9,5,0,2,2,1,769,51,20,1
2534,37716.0,4,97,1,41,6,2,41,4,1,3,7,0,2,2,1,188,70,8,1
4188,36864.0,53,204,5,39,17,0,89,5,2,4,8,0,2,0,1,354,66,11,3
6613,44511.0,39,513,7,133,46,14,14,8,4,8,8,0,3,2,1,727,53,20,3
10827,36947.0,49,88,3,21,4,1,29,3,0,4,9,0,4,2,2,146,56,7,3
5491,47352.0,70,172,12,112,8,0,15,6,1,5,7,0,3,1,1,319,72,12,2
8402,67087.0,40,329,35,222,130,35,43,7,5,8,4,0,3,2,1,794,70,20,2
8783,57045.0,40,296,13,104,11,13,17,4,2,9,3,0,2,2,1,454,73,15,3
10010,36957.0,43,100,2,16,2,1,31,3,2,2,9,0,4,3,2,152,70,7,3
618,69389.0,17,422,7,238,69,46,15,7,2,12,4,0,4,2,1,797,46,21,3
9121,80134.0,40,1218,16,272,104,0,80,5,3,6,6,0,2,2,1,1690,51,14,2
361,43142.0,84,5,1,7,2,1,4,1,0,2,7,0,3,2,2,20,54,3,1
4310,80589.0,25,507,93,520,242,40,26,5,10,5,1,0,2,2,0,1428,79,20,1
2678,34412.0,62,52,12,50,4,36,55,5,0,3,9,0,2,0,1,209,33,8,2
6376,57537.0,83,191,56,139,51,8,100,4,3,8,4,0,2,0,1,545,44,15,2
524,22634.0,47,2,23,11,8,6,46,2,1,2,8,0,0,1,0,96,57,5,2
10341,51315.0,45,68,28,39,16,30,41,2,2,5,2,0,2,1,0,222,75,9,1
5654,36026.0,34,20,4,10,6,4,17,2,0,3,6,0,2,2,3,61,51,5,1
4098,24639.0,3,20,3,16,0,4,1,2,0,4,6,0,2,2,2,44,50,6,1
5824,34578.0,1,7,0,1,0,0,0,1,0,2,6,0,4,1,3,8,51,3,1
7000,65704.0,18,279,172,74,38,8,246,2,10,10,1,0,1,0,0,817,51,22,2
2561,63810.0,45,977,12,253,16,12,101,4,3,12,8,0,2,0,1,1371,57,19,3
5229,54132.0,81,30,1,8,0,0,3,1,0,3,7,0,4,1,1,42,54,4,1
4086,18690.0,77,6,1,7,23,4,19,1,1,2,8,0,2,2,0,60,64,4,3
2428,28164.0,23,3,18,26,11,8,12,2,0,4,7,0,2,2,1,78,53,6,2
8254,34596.0,48,14,0,2,0,0,7,1,0,2,8,0,4,2,1,23,49,3,2
2836,43269.0,61,10,1,7,0,0,1,1,0,2,8,0,4,2,1,19,51,3,2
8418,38741.0,60,7,10,17,8,6,13,2,0,3,7,0,1,0,2,61,65,5,1
1362,31907.0,75,33,87,64,175,16,74,6,1,6,7,0,2,0,0,449,51,13,2
7152,27100.0,64,12,0,13,2,0,10,1,0,3,7,0,3,2,1,37,40,4,2
10033,31163.0,54,2,3,10,11,2,10,1,0,3,6,0,1,3,1,38,50,4,1
9349,92533.0,84,693,21,118,110,147,42,6,5,11,2,0,2,2,0,1131,38,22,2
274,34853.0,75,9,3,15,2,3,2,2,0,3,6,0,2,0,2,34,50,5,2
3388,70844.0,16,129,26,67,3,67,2,6,1,5,7,0,2,3,2,294,56,12,2
922,31086.0,79,16,2,11,3,0,16,1,1,2,8,0,1,2,2,48,44,4,2
8588,60544.0,92,201,2,43,3,5,35,5,1,5,6,0,2,2,2,289,62,11,3
2518,20491.0,16,5,4,5,4,2,10,0,1,2,7,0,1,1,0,30,37,3,2
574,42523.0,96,14,36,11,3,26,35,1,1,4,2,0,2,2,0,125,59,6,1
3220,39922.0,30,29,12,59,19,1,36,3,0,4,8,0,2,2,1,156,40,7,2
5967,33402.0,60,26,2,19,10,5,8,2,1,3,8,0,2,1,2,70,71,6,2
1183,36408.0,11,9,1,4,3,2,3,1,0,2,6,0,3,2,2,22,74,3,2
6856,21645.0,75,14,0,23,4,5,19,3,0,3,9,0,2,1,1,65,44,6,3
4530,78427.0,36,972,19,595,180,26,138,3,7,10,3,0,3,4,0,1930,75,20,3
1553,82657.0,71,966,168,672,246,105,126,7,5,10,4,0,2,1,0,2283,77,22,2
4682,51876.0,88,99,27,102,28,48,6,2,2,8,1,0,2,2,0,310,65,12,2
8204,78041.0,93,482,35,553,72,160,17,4,4,9,2,0,1,2,0,1319,52,17,3
5221,52852.0,93,714,8,99,11,0,47,10,7,5,8,0,2,2,1,879,66,22,3
1232,70038.0,54,587,54,348,71,54,130,4,4,8,2,0,4,1,0,1244,41,16,2
1927,69401.0,41,399,27,159,58,8,39,4,4,5,2,0,1,1,1,690,50,13,1
5788,46053.0,46,56,10,92,19,7,25,3,2,4,5,0,2,1,1,209,51,9,2
6652,77343.0,28,227,151,573,98,54,31,3,4,9,1,0,2,2,0,1134,58,16,1
6246,73892.0,40,703,102,601,0,58,43,3,11,8,1,0,2,0,0,1507,70,22,2
5975,40304.0,82,37,0,17,0,0,3,2,0,3,7,0,4,0,1,57,56,5,2
6875,32727.0,38,167,13,180,86,13,70,7,3,5,8,0,4,1,0,529,58,15,3
4399,68695.0,3,458,81,356,106,50,40,4,4,7,2,0,2,1,0,1091,54,15,1
4042,43300.0,87,91,3,52,2,1,31,4,0,4,8,0,2,3,1,180,52,8,3
2157,26290.0,49,15,8,16,11,5,22,2,0,4,6,0,2,1,2,77,51,6,2
10133,93790.0,16,1302,68,731,89,114,45,6,7,12,2,0,2,0,0,2349,53,25,1
2525,38410.0,65,153,64,123,116,64,14,5,2,9,6,0,4,2,0,534,49,16,3
8233,64866.0,9,508,5,21,7,5,10,7,3,7,5,0,3,4,1,556,73,17,1
9483,57957.0,24,290,59,177,77,5,29,4,6,8,3,1,2,1,1,637,64,18,2
2945,46015.0,25,38,0,2,0,0,6,1,0,3,7,0,4,1,2,46,68,4,1
10403,16531.0,43,2,13,6,7,5,11,3,0,3,7,0,2,1,1,44,45,6,1
5074,28072.0,10,30,0,10,2,0,5,1,0,3,7,0,3,2,1,47,37,4,2
10524,49476.0,29,386,23,95,54,41,196,2,11,5,2,0,3,3,1,795,60,18,2
4690,50725.0,45,443,10,75,0,10,48,8,1,8,8,0,2,2,1,586,70,17,2
7521,83844.0,57,901,31,345,75,31,191,4,4,11,1,0,2,1,0,1574,71,19,2
7196,41145.0,20,9,0,3,0,0,1,0,0,3,3,0,4,2,2,13,73,3,1
4406,67419.0,29,846,84,352,91,56,42,9,4,8,5,0,2,1,1,1471,53,21,2
9672,23162.0,82,8,3,9,19,4,22,1,1,3,6,0,1,2,2,65,53,5,2
4864,34380.0,68,72,7,58,13,1,24,4,1,3,8,0,2,2,1,175,46,8,2
4706,34704.0,65,29,0,5,0,1,5,1,0,3,5,0,2,0,1,40,57,4,2
4070,94871.0,99,169,24,553,188,0,144,8,5,4,7,0,4,2,2,1078,54,17,3
25,65148.0,9,460,35,422,33,12,153,6,6,7,4,0,2,2,1,1115,65,19,3
3697,39898.0,20,69,8,26,12,7,12,3,0,4,7,0,2,1,1,134,69,7,2
217,64857.0,78,556,14,717,210,0,43,7,5,10,4,0,3,0,0,1540,67,22,3
4220,59892.0,26,73,0,13,0,1,0,2,1,3,3,0,4,2,1,87,53,6,2
5286,41020.0,68,112,1,54,7,7,36,3,2,4,3,0,3,0,0,217,36,9,2
9559,57072.0,79,944,0,60,0,0,30,7,5,13,5,0,4,2,1,1034,62,25,1
2849,60474.0,25,265,199,303,234,9,170,10,2,12,7,0,2,0,1,1180,44,24,2
7787,62807.0,83,526,28,135,10,21,99,5,3,12,5,0,2,1,1,819,63,20,3
3102,19414.0,32,2,3,12,3,5,7,1,0,3,8,0,1,1,1,32,42,4,2
5868,19107.0,49,2,4,9,10,5,16,1,0,3,7,0,2,2,1,46,43,4,2
8370,75484.0,50,378,97,259,197,194,34,7,3,6,4,0,1,1,1,1159,47,16,3
9988,70379.0,84,553,25,142,65,67,8,6,3,13,4,0,3,0,1,860,47,22,2
2939,79419.0,96,751,127,687,20,15,31,4,6,4,2,0,3,1,0,1631,53,14,1
5529,64014.0,56,406,0,30,0,0,8,8,2,5,7,0,4,1,3,444,77,15,1
9743,76998.0,85,1449,89,161,69,35,107,11,8,8,6,0,2,2,1,1910,68,27,2
5763,49854.0,63,123,17,171,39,0,30,6,2,5,6,0,3,1,1,380,51,13,2
3478,60585.0,17,267,42,309,55,42,21,7,4,9,5,0,4,2,2,736,52,20,2
7494,42873.0,11,209,0,40,3,2,15,6,1,4,8,0,4,3,2,269,73,11,2
1763,87679.0,62,1259,172,815,97,148,33,7,11,10,4,0,2,1,0,2524,35,28,2
7250,57867.0,48,344,35,178,15,23,17,7,2,9,6,0,2,1,1,612,45,18,2
